Datetime,Price,Open,Close,Price_Change,Movement
2024-01-02 14:30:00+00:00,187.80099487304688,186.1898956298828,,,0
2024-01-02 15:30:00+00:00,186.17999267578125,186.80499267578125,,,0
2024-01-02 16:30:00+00:00,186.8000030517578,186.6150054931641,,,0
2024-01-02 17:30:00+00:00,186.6150054931641,185.2949981689453,,,0
2024-01-02 18:30:00+00:00,185.2899932861328,184.4949951171875,,,0
2024-01-02 19:30:00+00:00,184.4900054931641,184.4199981689453,,,0
2024-01-02 20:30:00+00:00,184.4199981689453,185.5249938964844,,,0
2024-01-03 14:30:00+00:00,184.66799926757807,183.9586944580078,,,0
2024-01-03 15:30:00+00:00,183.9550018310547,184.1999969482422,,,0
2024-01-03 16:30:00+00:00,184.19000244140625,183.92999267578125,,,0
2024-01-03 17:30:00+00:00,183.92709350585935,184.4730987548828,,,0
2024-01-03 18:30:00+00:00,184.4750061035156,184.7400054931641,,,0
2024-01-03 19:30:00+00:00,184.7494964599609,184.38999938964844,,,0
2024-01-03 20:30:00+00:00,184.38999938964844,184.25,,,0
2024-01-04 14:30:00+00:00,182.1499938964844,181.67999267578125,,,0
2024-01-04 15:30:00+00:00,181.6699981689453,182.125,,,0
2024-01-04 16:30:00+00:00,182.1269989013672,182.13999938964844,,,0
2024-01-04 17:30:00+00:00,182.1300048828125,182.9149932861328,,,0
2024-01-04 18:30:00+00:00,182.91000366210935,182.5,,,0
2024-01-04 19:30:00+00:00,182.5,181.94009399414065,,,0
2024-01-04 20:30:00+00:00,181.94500732421875,181.9199981689453,,,0
2024-01-05 14:30:00+00:00,181.9900054931641,182.07000732421875,,,0
2024-01-05 15:30:00+00:00,182.06629943847656,182.0876007080078,,,0
2024-01-05 16:30:00+00:00,182.0800018310547,181.3650054931641,,,0
2024-01-05 17:30:00+00:00,181.3600006103516,181.7400054931641,,,0
2024-01-05 18:30:00+00:00,181.7449951171875,181.1199951171875,,,0
2024-01-05 19:30:00+00:00,181.1100006103516,180.27999877929688,,,0
2024-01-05 20:30:00+00:00,180.2799072265625,181.1699981689453,,,0
2024-01-08 14:30:00+00:00,182.0850067138672,183.80999755859372,,,0
2024-01-08 15:30:00+00:00,183.82000732421875,183.2449951171875,,,0
2024-01-08 16:30:00+00:00,183.2449951171875,183.99009704589844,,,0
2024-01-08 17:30:00+00:00,184.0,184.1150054931641,,,0
2024-01-08 18:30:00+00:00,184.1199951171875,184.8325042724609,,,0
2024-01-08 19:30:00+00:00,184.83999633789065,185.22000122070312,,,0
2024-01-08 20:30:00+00:00,185.21499633789065,185.5500030517578,,,0
2024-01-09 14:30:00+00:00,183.9199981689453,183.5249938964844,,,0
2024-01-09 15:30:00+00:00,183.52999877929688,184.22999572753903,,,0
2024-01-09 16:30:00+00:00,184.22999572753903,184.44000244140625,,,0
2024-01-09 17:30:00+00:00,184.44000244140625,184.3999938964844,,,0
2024-01-09 18:30:00+00:00,184.3999938964844,184.31500244140625,,,0
2024-01-09 19:30:00+00:00,184.3101043701172,184.7700042724609,,,0
2024-01-09 20:30:00+00:00,184.77999877929688,185.1100006103516,,,0
2024-01-10 14:30:00+00:00,184.3500061035156,184.5500030517578,,,0
2024-01-10 15:30:00+00:00,184.5449981689453,184.50999450683597,,,0
2024-01-10 16:30:00+00:00,184.51499938964844,184.2700042724609,,,0
2024-01-10 17:30:00+00:00,184.2700042724609,184.375,,,0
2024-01-10 18:30:00+00:00,184.3800048828125,185.625,,,0
2024-01-10 19:30:00+00:00,185.6300048828125,185.8249969482422,,,0
2024-01-10 20:30:00+00:00,185.8300018310547,186.13999938964844,,,0
2024-01-11 14:30:00+00:00,186.5399932861328,184.3699951171875,,,0
2024-01-11 15:30:00+00:00,184.3650054931641,184.19000244140625,,,0
2024-01-11 16:30:00+00:00,184.18499755859372,184.0500030517578,,,0
2024-01-11 17:30:00+00:00,184.0749969482422,184.65499877929688,,,0
2024-01-11 18:30:00+00:00,184.6699981689453,185.51499938964844,,,0
2024-01-11 19:30:00+00:00,185.5200042724609,185.3699951171875,,,0
2024-01-11 20:30:00+00:00,185.3699951171875,185.5800018310547,,,0
2024-01-12 14:30:00+00:00,186.05999755859372,185.7899932861328,,,0
2024-01-12 15:30:00+00:00,185.8000030517578,185.875,,,0
2024-01-12 16:30:00+00:00,185.875,185.6199951171875,,,0
2024-01-12 17:30:00+00:00,185.6150054931641,185.79379272460935,,,0
2024-01-12 18:30:00+00:00,185.8000030517578,185.6100006103516,,,0
2024-01-12 19:30:00+00:00,185.60330200195312,185.51499938964844,,,0
